abyssal_blade | [s] None => 4511 | [h] None => 4ce61c10e0 | 2023-11-16 13:28:40 (UTC+3)
recipe_dagon_3 | [s] None => 1839 | [h] None => f1c85c2fba | 2023-11-16 13:28:40 (UTC+3)
recipe_dagon_4 | [s] None => 1839 | [h] None => 6fa943dd91 | 2023-11-16 13:28:40 (UTC+3)
recipe_dagon_5 | [s] None => 1839 | [h] None => f438f7eefa | 2023-11-16 13:28:40 (UTC+3)
recipe_desolator | [s] None => 1841 | [h] None => 34595646f7 | 2023-11-16 13:28:40 (UTC+3)
recipe_diffusal_blade | [s] None => 1870 | [h] None => b8ab82d050 | 2023-11-16 13:28:40 (UTC+3)
recipe_disperser | [s] None => 1861 | [h] None => 7719637035 | 2023-11-16 13:28:40 (UTC+3)
recipe_dragon_lance | [s] None => 1865 | [h] None => 7f420eda0c | 2023-11-16 13:28:40 (UTC+3)
recipe_echo_sabre | [s] None => 1842 | [h] None => 9b249b788f | 2023-11-16 13:28:40 (UTC+3)
recipe_eternal_shroud | [s] None => 1869 | [h] None => 3bbf662227 | 2023-11-16 13:28:40 (UTC+3)
recipe_ethereal_blade | [s] None => 1870 | [h] None => af80387eac | 2023-11-16 13:28:40 (UTC+3)
recipe_falcon_blade | [s] None => 1865 | [h] None => fd64229668 | 2023-11-16 13:28:40 (UTC+3)
recipe_fallen_sky | [s] None => 1860 | [h] None => 142b28cbec | 2023-11-16 13:28:40 (UTC+3)
recipe_force_staff | [s] None => 1863 | [h] None => a5a21d5d03 | 2023-11-16 13:28:40 (UTC+3)
recipe_glimmer_cape | [s] None => 1865 | [h] None => 64f5a91628 | 2023-11-16 13:28:40 (UTC+3)
recipe_grandmasters_glaive | [s] None => 1851 | [h] None => 5821b1b797 | 2023-11-16 13:28:40 (UTC+3)
recipe_great_famango | [s] None => 1846 | [h] None => 9e991e4a9e | 2023-11-16 13:28:40 (UTC+3)
recipe_greater_crit | [s] None => 1862 | [h] None => d9bfe521f3 | 2023-11-16 13:28:40 (UTC+3)
recipe_greater_famango | [s] None => 1848 | [h] None => 24cf93cbd0 | 2023-11-16 13:28:40 (UTC+3)
recipe_guardian_greaves | [s] None => 1874 | [h] None => bb93aba9cb | 2023-11-16 13:28:40 (UTC+3)
recipe_gungir | [s] None => 1856 | [h] None => 68022ae49f | 2023-11-16 13:28:40 (UTC+3)
recipe_hand_of_midas | [s] None => 1867 | [h] None => 12722de59f | 2023-11-16 13:28:40 (UTC+3)
recipe_harpoon | [s] None => 1857 | [h] None => 1cc0c370c7 | 2023-11-16 13:28:40 (UTC+3)
recipe_headdress | [s] None => 1858 | [h] None => 1de939a12e | 2023-11-16 13:28:40 (UTC+3)
recipe_heart | [s] None => 1865 | [h] None => 306bf83b77 | 2023-11-16 13:28:40 (UTC+3)
recipe_heavens_halberd | [s] None => 1872 | [h] None => b8c9b83da5 | 2023-11-16 13:28:40 (UTC+3)
recipe_helm_of_the_dominator | [s] None => 1883 | [h] None => e169b3f8fb | 2023-11-16 13:28:40 (UTC+3)
recipe_helm_of_the_overlord | [s] None => 1882 | [h] None => 91700d6501 | 2023-11-16 13:28:40 (UTC+3)
recipe_hermes_sandals | [s] None => 1870 | [h] None => 519ecb4989 | 2023-11-16 13:28:40 (UTC+3)
recipe_holy_locket | [s] None => 1863 | [h] None => 6c7b1ae99d | 2023-11-16 13:28:40 (UTC+3)
recipe_hood_of_defiance | [s] None => 1848 | [h] None => f291160c19 | 2023-11-16 13:28:40 (UTC+3)
recipe_hurricane_pike | [s] None => 1869 | [h] None => 69753f2f14 | 2023-11-16 13:28:40 (UTC+3)
recipe_invis_sword | [s] None => 1843 | [h] None => df88ddfb99 | 2023-11-16 13:28:40 (UTC+3)
recipe_iron_talon | [s] None => 1859 | [h] None => 0edc241bb4 | 2023-11-16 13:28:40 (UTC+3)
recipe_ironwood_tree | [s] None => 1865 | [h] None => cbb448cb02 | 2023-11-16 13:28:40 (UTC+3)
recipe_kaya | [s] None => 1849 | [h] None => 62518a0eb0 | 2023-11-16 13:28:40 (UTC+3)
recipe_kaya_and_sange | [s] None => 1867 | [h] None => 1f3d8db0d0 | 2023-11-16 13:28:40 (UTC+3)
recipe_lesser_crit | [s] None => 1861 | [h] None => 3e743fccd0 | 2023-11-16 13:28:40 (UTC+3)
recipe_lotus_orb | [s] None => 1859 | [h] None => c284f9f4de | 2023-11-16 13:28:40 (UTC+3)
recipe_lunar_crest | [s] None => 1864 | [h] None => a1786fa2d1 | 2023-11-16 13:28:40 (UTC+3)
recipe_maelstrom | [s] None => 1857 | [h] None => 944ea92dfe | 2023-11-16 13:28:40 (UTC+3)
recipe_mage_slayer | [s] None => 1863 | [h] None => f3bec0c03c | 2023-11-16 13:28:40 (UTC+3)
recipe_magic_wand | [s] None => 1860 | [h] None => 18cf958c7b | 2023-11-16 13:28:40 (UTC+3)
recipe_manta | [s] None => 1857 | [h] None => dc37d36536 | 2023-11-16 13:28:40 (UTC+3)
recipe_mask_of_madness | [s] None => 1869 | [h] None => a72c509c77 | 2023-11-16 13:28:40 (UTC+3)
recipe_medallion_of_courage | [s] None => 1852 | [h] None => 4c9d9018ea | 2023-11-16 13:28:40 (UTC+3)
recipe_mekansm | [s] None => 1854 | [h] None => e21b9d539c | 2023-11-16 13:28:40 (UTC+3)
recipe_meteor_hammer | [s] None => 1867 | [h] None => dcb0ad4e2a | 2023-11-16 13:28:40 (UTC+3)
recipe_mjollnir | [s] None => 1857 | [h] None => e960eeecef | 2023-11-16 13:28:40 (UTC+3)
recipe_monkey_king_bar | [s] None => 1871 | [h] None => db9f350c64 | 2023-11-16 13:28:40 (UTC+3)
recipe_moon_shard | [s] None => 1842 | [h] None => 031a3229b0 | 2023-11-16 13:28:40 (UTC+3)
recipe_necronomicon | [s] None => 1866 | [h] None => b2208fe795 | 2023-11-16 13:28:40 (UTC+3)
recipe_necronomicon_2 | [s] None => 1846 | [h] None => 59308e0f29 | 2023-11-16 13:28:40 (UTC+3)
recipe_necronomicon_3 | [s] None => 1846 | [h] None => 4d2cd72a3d | 2023-11-16 13:28:40 (UTC+3)
recipe_null_talisman | [s] None => 1866 | [h] None => 5d5a9e3242 | 2023-11-16 13:28:40 (UTC+3)
recipe_nullifier | [s] None => 1857 | [h] None => 79d8cc4e7c | 2023-11-16 13:28:40 (UTC+3)
recipe_oblivion_staff | [s] None => 1845 | [h] None => fbdb12446f | 2023-11-16 13:28:40 (UTC+3)
recipe_octarine_core | [s] None => 1867 | [h] None => 8d1486fd3b | 2023-11-16 13:28:40 (UTC+3)
recipe_orb_of_corrosion | [s] None => 1873 | [h] None => 5fedad329a | 2023-11-16 13:28:40 (UTC+3)
recipe_orchid | [s] None => 1864 | [h] None => dcdf1cfb0f | 2023-11-16 13:28:40 (UTC+3)
recipe_overwhelming_blink | [s] None => 1878 | [h] None => db4e0757fe | 2023-11-16 13:28:40 (UTC+3)
recipe_pavise | [s] None => 1854 | [h] None => 0328f3580d | 2023-11-16 13:28:40 (UTC+3)
recipe_pers | [s] None => 1835 | [h] None => 7e8f355e93 | 2023-11-16 13:28:40 (UTC+3)
recipe_phase_boots | [s] None => 1842 | [h] None => 84b779cc34 | 2023-11-16 13:28:40 (UTC+3)
recipe_phylactery | [s] None => 1843 | [h] None => 20e390d6c9 | 2023-11-16 13:28:40 (UTC+3)
recipe_pipe | [s] None => 1860 | [h] None => 6b042303fc | 2023-11-16 13:28:40 (UTC+3)
recipe_poor_mans_shield | [s] None => 1847 | [h] None => 739cc51f5f | 2023-11-16 13:28:40 (UTC+3)
recipe_power_treads | [s] None => 1843 | [h] None => b1b555cc41 | 2023-11-16 13:28:40 (UTC+3)
recipe_radiance | [s] None => 1855 | [h] None => 0eab0b46c5 | 2023-11-16 13:28:40 (UTC+3)
recipe_rapier | [s] None => 1838 | [h] None => a702c367b4 | 2023-11-16 13:28:40 (UTC+3)
recipe_refresher | [s] None => 1864 | [h] None => 4d1eebbaca | 2023-11-16 13:28:40 (UTC+3)
recipe_revenants_brooch | [s] None => 1874 | [h] None => 40d4555769 | 2023-11-16 13:28:40 (UTC+3)
recipe_ring_of_aquila | [s] None => 1846 | [h] None => f348246baa | 2023-11-16 13:28:40 (UTC+3)
recipe_ring_of_basilius | [s] None => 1872 | [h] None => 0b3d3a8c85 | 2023-11-16 13:28:40 (UTC+3)
recipe_rod_of_atos | [s] None => 1863 | [h] None => 83d81ae36a | 2023-11-16 13:28:40 (UTC+3)
recipe_samurai_tabi | [s] None => 1867 | [h] None => 6c977e2cef | 2023-11-16 13:28:40 (UTC+3)
recipe_sange | [s] None => 1851 | [h] None => 6f13671d54 | 2023-11-16 13:28:40 (UTC+3)
recipe_sange_and_yasha | [s] None => 1847 | [h] None => 369efd5316 | 2023-11-16 13:28:40 (UTC+3)
recipe_satanic | [s] None => 1853 | [h] None => bf90eb617f | 2023-11-16 13:28:40 (UTC+3)
recipe_sheepstick | [s] None => 1841 | [h] None => da45fa1388 | 2023-11-16 13:28:40 (UTC+3)
recipe_shivas_guard | [s] None => 1866 | [h] None => 53d616347b | 2023-11-16 13:28:40 (UTC+3)
recipe_silver_edge | [s] None => 1863 | [h] None => 87a2ef628b | 2023-11-16 13:28:40 (UTC+3)
recipe_skadi | [s] None => 1837 | [h] None => b74ceeec67 | 2023-11-16 13:28:40 (UTC+3)
recipe_solar_crest | [s] None => 1863 | [h] None => 81698044ef | 2023-11-16 13:28:40 (UTC+3)
recipe_soul_booster | [s] None => 1844 | [h] None => 6c9eebeb19 | 2023-11-16 13:28:40 (UTC+3)
recipe_soul_ring | [s] None => 1859 | [h] None => 8321cfa4d4 | 2023-11-16 13:28:40 (UTC+3)
recipe_sphere | [s] None => 1863 | [h] None => 44c7bc7995 | 2023-11-16 13:28:40 (UTC+3)
recipe_spirit_vessel | [s] None => 1868 | [h] None => 74422c103c | 2023-11-16 13:28:40 (UTC+3)
recipe_swift_blink | [s] None => 1864 | [h] None => 6625fa2978 | 2023-11-16 13:28:40 (UTC+3)
recipe_tranquil_boots | [s] None => 1867 | [h] None => 517f105ccf | 2023-11-16 13:28:40 (UTC+3)
recipe_travel_boots | [s] None => 1868 | [h] None => e5bba06809 | 2023-11-16 13:28:40 (UTC+3)
recipe_travel_boots_2 | [s] None => 1846 | [h] None => 07f7f84337 | 2023-11-16 13:28:40 (UTC+3)
recipe_trident | [s] None => 1853 | [h] None => 2e65aa279c | 2023-11-16 13:28:40 (UTC+3)
recipe_ultimate_scepter | [s] None => 1848 | [h] None => e1efa18b3d | 2023-11-16 13:28:40 (UTC+3)
recipe_ultimate_scepter_2 | [s] None => 1878 | [h] None => 6ebc995f86 | 2023-11-16 13:28:40 (UTC+3)
recipe_urn_of_shadows | [s] None => 1868 | [h] None => 178780430c | 2023-11-16 13:28:40 (UTC+3)
recipe_vanguard | [s] None => 1840 | [h] None => e733bf1845 | 2023-11-16 13:28:40 (UTC+3)
recipe_veil_of_discord | [s] None => 1871 | [h] None => 96a4f20215 | 2023-11-16 13:28:40 (UTC+3)
recipe_vladmir | [s] None => 1865 | [h] None => 3ff2ace832 | 2023-11-16 13:28:40 (UTC+3)
recipe_ward_dispenser | [s] None => 1846 | [h] None => 70533e3932 | 2023-11-16 13:28:40 (UTC+3)
recipe_wind_waker | [s] None => 1862 | [h] None => 4daebb7ec0 | 2023-11-16 13:28:40 (UTC+3)
recipe_witch_blade | [s] None => 1863 | [h] None => 59a5e3097b | 2023-11-16 13:28:40 (UTC+3)
recipe_witches_switch | [s] None => 1870 | [h] None => 6fe7cd1375 | 2023-11-16 13:28:40 (UTC+3)
recipe_wraith_band | [s] None => 1862 | [h] None => 963b6fe73e | 2023-11-16 13:28:40 (UTC+3)
recipe_wraith_pact | [s] None => 1863 | [h] None => 4a7316d3e3 | 2023-11-16 13:28:40 (UTC+3)
recipe_yasha | [s] None => 1851 | [h] None => ab8d1f55c8 | 2023-11-16 13:28:40 (UTC+3)
recipe_yasha_and_kaya | [s] None => 1867 | [h] None => 995388b214 | 2023-11-16 13:28:40 (UTC+3)
refresher | [s] None => 2728 | [h] None => cdf5f2cec7 | 2023-11-16 13:28:40 (UTC+3)
refresher_shard | [s] None => 2611 | [h] None => 1b4326d376 | 2023-11-16 13:28:40 (UTC+3)
relic | [s] None => 2038 | [h] None => 22203ccb41 | 2023-11-16 13:28:40 (UTC+3)
repair_kit | [s] None => 2602 | [h] None => 571aee5fd8 | 2023-11-16 13:28:40 (UTC+3)
revenants_brooch | [s] None => 4542 | [h] None => 0d4722f255 | 2023-11-16 13:28:40 (UTC+3)
ring_of_aquila | [s] None => 3164 | [h] None => 776be90d67 | 2023-11-16 13:28:40 (UTC+3)
ring_of_basilius | [s] None => 2441 | [h] None => 0d8dc51bca | 2023-11-16 13:28:40 (UTC+3)
ring_of_health | [s] None => 2056 | [h] None => 5e0f5f1f12 | 2023-11-16 13:28:40 (UTC+3)
ring_of_protection | [s] None => 2043 | [h] None => 0319f35e67 | 2023-11-16 13:28:40 (UTC+3)
ring_of_regen | [s] None => 2063 | [h] None => f6c7e71101 | 2023-11-16 13:28:40 (UTC+3)
ring_of_tarrasque | [s] None => 2267 | [h] None => 15fa5d8797 | 2023-11-16 13:28:40 (UTC+3)
river_painter | [s] None => 2650 | [h] None => b62848c689 | 2023-11-16 13:28:40 (UTC+3)
river_painter2 | [s] None => 2627 | [h] None => fb2635f86b | 2023-11-16 13:28:40 (UTC+3)
river_painter3 | [s] None => 2650 | [h] None => cdbc3da047 | 2023-11-16 13:28:40 (UTC+3)
river_painter4 | [s] None => 2629 | [h] None => 2285b55068 | 2023-11-16 13:28:40 (UTC+3)
river_painter5 | [s] None => 2641 | [h] None => 691775842b | 2023-11-16 13:28:40 (UTC+3)
river_painter6 | [s] None => 2662 | [h] None => 20038c8536 | 2023-11-16 13:28:40 (UTC+3)
river_painter7 | [s] None => 2642 | [h] None => d7307f3905 | 2023-11-16 13:28:40 (UTC+3)
robe | [s] None => 2058 | [h] None => 3c840a6294 | 2023-11-16 13:28:40 (UTC+3)
rod_of_atos | [s] None => 2450 | [h] None => b733f80500 | 2023-11-16 13:28:40 (UTC+3)
royal_jelly | [s] None => 2531 | [h] None => 483ac3b7b4 | 2023-11-16 13:28:40 (UTC+3)
royale_with_cheese | [s] None => 2279 | [h] None => aabd311e08 | 2023-11-16 13:28:40 (UTC+3)
sample_picker | [s] None => 2263 | [h] None => a027ecf852 | 2023-11-16 13:28:40 (UTC+3)
samurai_tabi | [s] None => 4795 | [h] None => c4a5689739 | 2023-11-16 13:28:40 (UTC+3)
sange | [s] None => 2372 | [h] None => 286fd1ead5 | 2023-11-16 13:28:40 (UTC+3)
sange_and_yasha | [s] None => 2939 | [h] None => 025fa80be3 | 2023-11-16 13:28:40 (UTC+3)
satanic | [s] None => 3286 | [h] None => 8588a3967a | 2023-11-16 13:28:40 (UTC+3)
satchel | [s] None => 2151 | [h] None => 3f323cffe3 | 2023-11-16 13:28:40 (UTC+3)
seeds_of_serenity | [s] None => 2850 | [h] None => 8a84daf816 | 2023-11-16 13:28:40 (UTC+3)
seer_stone | [s] None => 2702 | [h] None => 9cbf2f324c | 2023-11-16 13:28:40 (UTC+3)
shadow_amulet | [s] None => 2531 | [h] None => 31488352f6 | 2023-11-16 13:28:40 (UTC+3)
sheepstick | [s] None => 3339 | [h] None => 7baff278b5 | 2023-11-16 13:28:40 (UTC+3)
shivas_guard | [s] None => 4124 | [h] None => c773a7bc16 | 2023-11-16 13:28:40 (UTC+3)
silver_edge | [s] None => 4335 | [h] None => 37f51d939c | 2023-11-16 13:28:40 (UTC+3)
skadi | [s] None => 3578 | [h] None => 55083c0aeb | 2023-11-16 13:28:40 (UTC+3)
slime_vial | [s] None => 2953 | [h] None => 76aff7fde0 | 2023-11-16 13:28:40 (UTC+3)
slippers | [s] None => 2051 | [h] None => 54c63ce715 | 2023-11-16 13:28:40 (UTC+3)
smoke_of_deceit | [s] None => 3385 | [h] None => 6bc3f53982 | 2023-11-16 13:28:40 (UTC+3)
sobi_mask | [s] None => 2060 | [h] None => 5c71ebb792 | 2023-11-16 13:28:40 (UTC+3)
solar_crest | [s] None => 3501 | [h] None => 1b71966673 | 2023-11-16 13:28:40 (UTC+3)
soul_booster | [s] None => 2154 | [h] None => 3269d8939f | 2023-11-16 13:28:40 (UTC+3)
soul_ring | [s] None => 2914 | [h] None => df89692992 | 2023-11-16 13:28:40 (UTC+3)
spark_of_courage | [s] None => 2386 | [h] None => f6ac2842ed | 2023-11-16 13:28:40 (UTC+3)
specialists_array | [s] None => 2879 | [h] None => 21ee3827e7 | 2023-11-16 13:28:40 (UTC+3)
spell_prism | [s] None => 2459 | [h] None => e0cc7a2895 | 2023-11-16 13:28:40 (UTC+3)
sphere | [s] None => 3217 | [h] None => 98a3d2c858 | 2023-11-16 13:28:40 (UTC+3)
spider_legs | [s] None => 2665 | [h] None => a58b4fbeef | 2023-11-16 13:28:40 (UTC+3)
spirit_vessel | [s] None => 4175 | [h] None => 5602ed2c34 | 2023-11-16 13:28:40 (UTC+3)
spy_gadget | [s] None => 2703 | [h] None => 81a8f0e7cb | 2023-11-16 13:28:40 (UTC+3)
staff_of_wizardry | [s] None => 2063 | [h] None => 5dec11ead9 | 2023-11-16 13:28:40 (UTC+3)
star_mace | [s] None => 2868 | [h] None => b7c414d2b0 | 2023-11-16 13:28:40 (UTC+3)
stormcrafter | [s] None => 3191 | [h] None => cbae150e8b | 2023-11-16 13:28:40 (UTC+3)
stout_shield | [s] None => 2549 | [h] None => 727d6b9d2b | 2023-11-16 13:28:40 (UTC+3)
super_blink | [s] None => 2289 | [h] None => 0989d53021 | 2023-11-16 13:28:40 (UTC+3)
swift_blink | [s] None => 3456 | [h] None => 72d91fd5f7 | 2023-11-16 13:28:40 (UTC+3)
talisman_of_evasion | [s] None => 2116 | [h] None => ee41903166 | 2023-11-16 13:28:40 (UTC+3)
tango | [s] None => 2600 | [h] None => ceea32b9bd | 2023-11-16 13:28:40 (UTC+3)
tango_single | [s] None => 2480 | [h] None => 6e5fd28eb4 | 2023-11-16 13:28:40 (UTC+3)
the_leveller | [s] None => 2375 | [h] None => 308c9dd37e | 2023-11-16 13:28:40 (UTC+3)
third_eye | [s] None => 2557 | [h] None => 98faeb4997 | 2023-11-16 13:28:40 (UTC+3)
tier1_token | [s] None => 1985 | [h] None => 4794dbec1d | 2023-11-16 13:28:40 (UTC+3)
tier2_token | [s] None => 1985 | [h] None => 18a5307713 | 2023-11-16 13:28:40 (UTC+3)
tier3_token | [s] None => 1985 | [h] None => 7adf975c3d | 2023-11-16 13:28:40 (UTC+3)
tier4_token | [s] None => 1985 | [h] None => fc460be911 | 2023-11-16 13:28:40 (UTC+3)
tier5_token | [s] None => 1985 | [h] None => b330a254de | 2023-11-16 13:28:40 (UTC+3)
timeless_relic | [s] None => 2262 | [h] None => 90821df0e1 | 2023-11-16 13:28:40 (UTC+3)
titan_sliver | [s] None => 2463 | [h] None => 8946f467fd | 2023-11-16 13:28:40 (UTC+3)
tome_of_aghanim | [s] None => 2123 | [h] None => 3abed9614b | 2023-11-16 13:28:40 (UTC+3)
tome_of_knowledge | [s] None => 2360 | [h] None => 9fbcc59bfa | 2023-11-16 13:28:40 (UTC+3)
tome_of_omniscience | [s] None => 2242 | [h] None => 39c8f2b689 | 2023-11-16 13:28:40 (UTC+3)
tpscroll | [s] None => 2814 | [h] None => a918e2cf64 | 2023-11-16 13:28:40 (UTC+3)
tranquil_boots | [s] None => 3620 | [h] None => 9217ad3a86 | 2023-11-16 13:28:40 (UTC+3)
travel_boots | [s] None => 2706 | [h] None => 7008b92224 | 2023-11-16 13:28:40 (UTC+3)
travel_boots_2 | [s] None => 2905 | [h] None => a3e86c6b0c | 2023-11-16 13:28:40 (UTC+3)
trickster_cloak | [s] None => 2421 | [h] None => 600b665252 | 2023-11-16 13:28:40 (UTC+3)
trident | [s] None => 3409 | [h] None => 2f366e2bf8 | 2023-11-16 13:28:40 (UTC+3)
trusty_shovel | [s] None => 2820 | [h] None => 9b1af94001 | 2023-11-16 13:28:40 (UTC+3)
turtle_shell | [s] None => 2441 | [h] None => ce5e0a00a8 | 2023-11-16 13:28:40 (UTC+3)
ultimate_orb | [s] None => 2039 | [h] None => 842f168ad9 | 2023-11-16 13:28:40 (UTC+3)
ultimate_scepter | [s] None => 2429 | [h] None => 5613ffeb96 | 2023-11-16 13:28:40 (UTC+3)
ultimate_scepter_2 | [s] None => 2004 | [h] None => 6292e63e4f | 2023-11-16 13:28:40 (UTC+3)
ultimate_scepter_roshan | [s] None => 2018 | [h] None => f6361048b1 | 2023-11-16 13:28:40 (UTC+3)
unstable_wand | [s] None => 2291 | [h] None => 71414c2902 | 2023-11-16 13:28:40 (UTC+3)
urn_of_shadows | [s] None => 3650 | [h] None => bc633fff51 | 2023-11-16 13:28:40 (UTC+3)
vambrace | [s] None => 3017 | [h] None => d68868eb4f | 2023-11-16 13:28:40 (UTC+3)
vampire_fangs | [s] None => 2465 | [h] None => d58d8ad22f | 2023-11-16 13:28:40 (UTC+3)
vanguard | [s] None => 2866 | [h] None => 2577b36e4e | 2023-11-16 13:28:40 (UTC+3)
veil_of_discord | [s] None => 3260 | [h] None => 45a2a799da | 2023-11-16 13:28:40 (UTC+3)
vengeances_shadow | [s] None => 2826 | [h] None => 0dcc592186 | 2023-11-16 13:28:40 (UTC+3)
venom_gland | [s] None => 2570 | [h] None => 52b1448cc1 | 2023-11-16 13:28:40 (UTC+3)
vindicators_axe | [s] None => 2559 | [h] None => 690f41de91 | 2023-11-16 13:28:40 (UTC+3)
vitality_booster | [s] None => 2079 | [h] None => 49f52e09e9 | 2023-11-16 13:28:40 (UTC+3)
vladmir | [s] None => 3026 | [h] None => 08d426b9cb | 2023-11-16 13:28:40 (UTC+3)
void_stone | [s] None => 2085 | [h] None => 3725e0b7b2 | 2023-11-16 13:28:40 (UTC+3)
voodoo_mask | [s] None => 2256 | [h] None => be7c99a80a | 2023-11-16 13:28:40 (UTC+3)
wand_of_sanctitude | [s] None => 2653 | [h] None => 104b06cf66 | 2023-11-16 13:28:40 (UTC+3)
wand_of_the_brine | [s] None => 2963 | [h] None => 7532a74a68 | 2023-11-16 13:28:40 (UTC+3)
ward_dispenser | [s] None => 3946 | [h] None => 23035a9210 | 2023-11-16 13:28:40 (UTC+3)
ward_observer | [s] None => 2769 | [h] None => a3c6b14a73 | 2023-11-16 13:28:40 (UTC+3)
ward_sentry | [s] None => 2994 | [h] None => e407abb044 | 2023-11-16 13:28:40 (UTC+3)
warhammer | [s] None => 2508 | [h] None => baa62250d2 | 2023-11-16 13:28:40 (UTC+3)
wind_lace | [s] None => 2078 | [h] None => f6e747d691 | 2023-11-16 13:28:40 (UTC+3)
wind_waker | [s] None => 3370 | [h] None => df80b8a764 | 2023-11-16 13:28:40 (UTC+3)
witch_blade | [s] None => 3148 | [h] None => 49b37553f1 | 2023-11-16 13:28:40 (UTC+3)
witches_switch | [s] None => 3088 | [h] None => 3cf1261326 | 2023-11-16 13:28:40 (UTC+3)
witless_shako | [s] None => 2240 | [h] None => 7f4a460489 | 2023-11-16 13:28:40 (UTC+3)
wizard_glass | [s] None => 2628 | [h] None => ddd99dd883 | 2023-11-16 13:28:40 (UTC+3)
woodland_striders | [s] None => 2750 | [h] None => 7ad88bfba6 | 2023-11-16 13:28:40 (UTC+3)
wraith_band | [s] None => 2791 | [h] None => dbc702d116 | 2023-11-16 13:28:40 (UTC+3)
wraith_pact | [s] None => 4129 | [h] None => c1c69fd459 | 2023-11-16 13:28:40 (UTC+3)
yasha | [s] None => 2411 | [h] None => 8a815ab907 | 2023-11-16 13:28:40 (UTC+3)
yasha_and_kaya | [s] None => 2996 | [h] None => 53e1a8dacd | 2023-11-16 13:28:40 (UTC+3)
abyssal_blade CN | [s] None => 5276 | [h] None => 1260cb20c7 | 2023-11-16 13:31:17 (UTC+3)
aegis CN | [s] None => 3112 | [h] None => 2268d978a6 | 2023-11-16 13:31:17 (UTC+3)
aeon_disk CN | [s] None => 3825 | [h] None => 3f80f00502 | 2023-11-16 13:31:17 (UTC+3)
aether_lens CN | [s] None => 2778 | [h] None => abe88c44ed | 2023-11-16 13:31:17 (UTC+3)
aghanims_shard CN | [s] None => 2362 | [h] None => 476a3e9a17 | 2023-11-16 13:31:17 (UTC+3)
aghanims_shard_roshan CN | [s] None => 2384 | [h] None => 27f5eab48c | 2023-11-16 13:31:17 (UTC+3)
ancient_janggo CN | [s] None => 3700 | [h] None => 8cdcef6aa8 | 2023-11-16 13:31:17 (UTC+3)
ancient_perseverance CN | [s] None => 2352 | [h] None => 3d601b7957 | 2023-11-16 13:31:17 (UTC+3)
apex CN | [s] None => 2355 | [h] None => b5872e6e05 | 2023-11-16 13:31:17 (UTC+3)
arcane_blink CN | [s] None => 3669 | [h] None => 9180ef07ec | 2023-11-16 13:31:17 (UTC+3)
arcane_boots CN | [s] None => 2949 | [h] None => b955e8b1b2 | 2023-11-16 13:31:17 (UTC+3)
arcane_ring CN | [s] None => 2744 | [h] None => 3c424e9c20 | 2023-11-16 13:31:17 (UTC+3)
arcane_scout CN | [s] None => 2687 | [h] None => 669813d7ae | 2023-11-16 13:31:17 (UTC+3)
armlet CN | [s] None => 4557 | [h] None => 64e08131a1 | 2023-11-16 13:31:17 (UTC+3)
ascetic_cap CN | [s] None => 2997 | [h] None => a4d115f012 | 2023-11-16 13:31:17 (UTC+3)
assassins_dagger CN | [s] None => 2305 | [h] None => 443be74a88 | 2023-11-16 13:31:17 (UTC+3)
assault CN | [s] None => 3286 | [h] None => 215e43f6d4 | 2023-11-16 13:31:17 (UTC+3)
ballista CN | [s] None => 2853 | [h] None => e0ba5c822e | 2023-11-16 13:31:17 (UTC+3)
barricade CN | [s] None => 2652 | [h] None => 802d6b8b4f | 2023-11-16 13:31:17 (UTC+3)
basher CN | [s] None => 3886 | [h] None => 56dc0f4c7a | 2023-11-16 13:31:17 (UTC+3)
belt_of_strength CN | [s] None => 2096 | [h] None => bb445a588c | 2023-11-16 13:31:17 (UTC+3)
bfury CN | [s] None => 4813 | [h] None => f9f88fe152 | 2023-11-16 13:31:17 (UTC+3)
black_king_bar CN | [s] None => 3625 | [h] None => 30b20841dd | 2023-11-16 13:31:17 (UTC+3)
black_powder_bag CN | [s] None => 3195 | [h] None => b1a158e78d | 2023-11-16 13:31:17 (UTC+3)
blade_mail CN | [s] None => 3761 | [h] None => 78367804d0 | 2023-11-16 13:31:17 (UTC+3)
blade_of_alacrity CN | [s] None => 2110 | [h] None => e3fbc2dd1d | 2023-11-16 13:31:17 (UTC+3)
blades_of_attack CN | [s] None => 2114 | [h] None => 4e1bdb81b5 | 2023-11-16 13:31:17 (UTC+3)
